transaction_id,store_type,category,customer_type,gender,payment_method,day_of_week,month,is_weekend,quantity,unit_price,discount_pct,discount_amount,subtotal,tax_amount,total_sales
TXN00219,Supermarket,Beverages,Member,Female,Cash,Thursday,10,0,34,344.3,20,2341.24,9364.96,1123.8,10488.76
TXN00220,Supermarket,Beverages,Member,Male,E-Wallet,Monday,10,0,20,328.36,15,985.08,5582.12,669.85,6251.97
TXN00221,Supermarket,Personal,Member,Female,Cash,Wednesday,9,0,25,189.43,10,473.58,4262.18,511.46,4773.64
TXN00222,Convenience,Household,Normal,Male,E-Wallet,Wednesday,11,0,4,88.61,10,35.44,319.0,38.28,357.28
TXN00223,Hypermarket,Staples,Normal,Female,E-Wallet,Thursday,7,0,10,90.92,20,181.84,727.36,87.28,814.64
TXN00224,Hypermarket,Beverages,Normal,Female,Cash,Saturday,2,1,10,465.45,0,0.0,4654.5,558.54,5213.04
TXN00225,Supermarket,Staples,Normal,Male,Cash,Sunday,9,1,24,360.18,5,432.22,8212.1,985.45,9197.55
TXN00226,Hypermarket,Snacks,Member,Male,Credit Card,Sunday,4,1,21,107.2,25,562.8,1688.4,202.61,1891.01
TXN00227,Hypermarket,Personal,Member,Male,Credit Card,Wednesday,8,0,11,210.53,15,347.37,1968.46,236.22,2204.68
TXN00228,Convenience,Snacks,Member,Male,Credit Card,Sunday,7,1,27,316.62,10,854.87,7693.87,923.26,8617.13
TXN00229,Convenience,Staples,Normal,Female,E-Wallet,Friday,7,0,16,426.01,10,681.62,6134.54,736.14,6870.68
TXN00230,Convenience,Canned,Member,Male,Cash,Thursday,8,0,26,69.65,5,90.54,1720.36,206.44,1926.8
TXN00231,Convenience,Staples,Normal,Female,GCash,Monday,1,0,30,156.48,10,469.44,4224.96,507.0,4731.96
TXN00232,Supermarket,Household,Normal,Male,E-Wallet,Thursday,5,0,49,450.39,10,2206.91,19862.2,2383.46,22245.66
TXN00233,Convenience,Beverages,Member,Female,GCash,Tuesday,2,0,16,54.12,5,43.3,822.62,98.71,921.33
TXN00234,Hypermarket,Beverages,Member,Female,Cash,Saturday,2,1,7,140.63,15,147.66,836.75,100.41,937.16
TXN00235,Supermarket,Snacks,Member,Female,E-Wallet,Saturday,1,1,16,481.56,20,1540.99,6163.97,739.68,6903.65
TXN00236,Hypermarket,Personal,Normal,Female,GCash,Thursday,5,0,35,326.03,0,0.0,11411.05,1369.33,12780.38
TXN00237,Hypermarket,Canned,Normal,Male,GCash,Wednesday,2,0,16,167.75,5,134.2,2549.8,305.98,2855.78
TXN00238,Hypermarket,Bakery,Member,Male,Credit Card,Wednesday,4,0,40,80.15,5,160.3,3045.7,365.48,3411.18
TXN00239,Convenience,Beverages,Member,Female,Credit Card,Friday,3,0,12,62.69,10,75.23,677.05,81.25,758.3
TXN00240,Convenience,Household,Normal,Male,Credit Card,Friday,3,0,35,160.14,0,0.0,5604.9,672.59,6277.49
TXN00241,Supermarket,Snacks,Member,Male,E-Wallet,Saturday,2,1,49,446.67,10,2188.68,19698.15,2363.78,22061.93
TXN00242,Supermarket,Snacks,Normal,Female,Cash,Friday,6,0,21,237.16,20,996.07,3984.29,478.11,4462.4
TXN00243,Convenience,Bakery,Normal,Male,Cash,Monday,2,0,50,374.15,5,935.38,17772.12,2132.65,19904.77
TXN00244,Hypermarket,Household,Member,Male,Credit Card,Friday,8,0,43,463.23,25,4979.72,14939.17,1792.7,16731.87
TXN00245,Supermarket,Personal,Member,Male,Credit Card,Monday,8,0,36,233.62,30,2523.1,5887.22,706.47,6593.69
TXN00246,Convenience,Household,Member,Female,Credit Card,Friday,12,0,48,136.07,0,0.0,6531.36,783.76,7315.12
TXN00247,Convenience,Personal,Member,Male,GCash,Saturday,5,1,17,282.7,0,0.0,4805.9,576.71,5382.61
TXN00248,Convenience,Household,Normal,Female,Credit Card,Saturday,10,1,32,458.64,30,4402.94,10273.54,1232.82,11506.36
TXN00249,Hypermarket,Household,Normal,Male,GCash,Monday,7,0,41,411.97,30,5067.23,11823.54,1418.82,13242.36
TXN00250,Convenience,Staples,Normal,Male,Cash,Thursday,4,0,6,79.62,0,0.0,477.72,57.33,535.05
TXN00251,Convenience,Snacks,Member,Male,E-Wallet,Saturday,1,1,24,361.66,0,0.0,8679.84,1041.58,9721.42
TXN00252,Convenience,Household,Normal,Female,E-Wallet,Thursday,11,0,27,307.35,0,0.0,8298.45,995.81,9294.26
TXN00253,Convenience,Bakery,Member,Female,E-Wallet,Wednesday,2,0,20,458.36,30,2750.16,6417.04,770.04,7187.08
TXN00254,Supermarket,Household,Member,Male,E-Wallet,Monday,10,0,25,105.12,0,0.0,2628.0,315.36,2943.36
TXN00255,Supermarket,Beverages,Member,Female,GCash,Sunday,10,1,2,290.32,10,58.06,522.58,62.71,585.29
TXN00256,Convenience,Snacks,Member,Male,GCash,Saturday,4,1,9,445.76,20,802.37,3209.47,385.14,3594.61
TXN00257,Hypermarket,Beverages,Member,Female,Credit Card,Tuesday,1,0,28,234.51,0,0.0,6566.28,787.95,7354.23
TXN00258,Supermarket,Snacks,Member,Female,GCash,Wednesday,8,0,38,266.9,10,1014.22,9127.98,1095.36,10223.34
TXN00259,Convenience,Beverages,Normal,Male,Credit Card,Thursday,9,0,3,81.71,0,0.0,245.13,29.42,274.55
TXN00260,Supermarket,Household,Member,Male,Credit Card,Saturday,4,1,20,175.16,20,700.64,2802.56,336.31,3138.87
TXN00261,Supermarket,Household,Normal,Male,E-Wallet,Monday,10,0,6,196.03,0,0.0,1176.18,141.14,1317.32
TXN00262,Hypermarket,Staples,Normal,Male,GCash,Sunday,3,1,39,475.31,10,1853.71,16683.38,2002.01,18685.39
TXN00263,Convenience,Bakery,Member,Female,GCash,Friday,2,0,33,177.2,10,584.76,5262.84,631.54,5894.38
TXN00264,Convenience,Beverages,Member,Female,Credit Card,Sunday,5,1,1,257.39,0,0.0,257.39,30.89,288.28
TXN00265,Hypermarket,Personal,Member,Female,Credit Card,Tuesday,3,0,37,352.09,0,0.0,13027.33,1563.28,14590.61
TXN00266,Hypermarket,Staples,Normal,Male,Cash,Thursday,10,0,6,122.98,5,36.89,700.99,84.12,785.11
TXN00267,Convenience,Beverages,Member,Male,Cash,Wednesday,7,0,45,268.9,0,0.0,12100.5,1452.06,13552.56
TXN00268,Convenience,Beverages,Normal,Female,Credit Card,Sunday,11,1,34,382.34,20,2599.91,10399.65,1247.96,11647.61
TXN00269,Hypermarket,Staples,Member,Male,Cash,Monday,6,0,47,440.08,20,4136.75,16547.01,1985.64,18532.65
TXN00270,Supermarket,Household,Member,Female,Cash,Tuesday,1,0,15,331.82,5,248.86,4728.44,567.41,5295.85
TXN00271,Supermarket,Beverages,Normal,Female,Credit Card,Monday,12,0,45,351.07,10,1579.82,14218.34,1706.2,15924.54
TXN00272,Hypermarket,Household,Normal,Female,Credit Card,Saturday,8,1,26,106.83,10,277.76,2499.82,299.98,2799.8
TXN00273,Supermarket,Staples,Member,Female,GCash,Friday,2,0,14,475.6,20,1331.68,5326.72,639.21,5965.93
TXN00274,Hypermarket,Household,Normal,Female,Credit Card,Wednesday,5,0,7,109.66,5,38.38,729.24,87.51,816.75
TXN00275,Supermarket,Snacks,Normal,Male,Credit Card,Monday,9,0,46,398.6,0,0.0,18335.6,2200.27,20535.87
TXN00276,Supermarket,Personal,Normal,Male,E-Wallet,Thursday,8,0,31,169.17,0,0.0,5244.27,629.31,5873.58
TXN00277,Convenience,Canned,Normal,Male,GCash,Saturday,2,1,24,470.12,10,1128.29,10154.59,1218.55,11373.14
TXN00278,Convenience,Beverages,Normal,Female,GCash,Saturday,9,1,31,373.98,5,579.67,11013.71,1321.65,12335.36
TXN00279,Supermarket,Bakery,Member,Female,GCash,Wednesday,5,0,29,389.22,5,564.37,10723.01,1286.76,12009.77
TXN00280,Supermarket,Personal,Member,Female,E-Wallet,Saturday,10,1,42,148.58,0,0.0,6240.36,748.84,6989.2
TXN00281,Convenience,Canned,Normal,Female,Credit Card,Thursday,6,0,32,249.37,15,1196.98,6782.86,813.94,7596.8
TXN00282,Convenience,Household,Member,Male,GCash,Monday,3,0,17,328.02,0,0.0,5576.34,669.16,6245.5
TXN00283,Convenience,Beverages,Member,Male,GCash,Wednesday,3,0,14,396.49,0,0.0,5550.86,666.1,6216.96
TXN00284,Hypermarket,Household,Normal,Female,Cash,Saturday,10,1,40,96.78,5,193.56,3677.64,441.32,4118.96
TXN00285,Supermarket,Snacks,Member,Female,GCash,Saturday,8,1,36,483.06,0,0.0,17390.16,2086.82,19476.98
TXN00286,Convenience,Staples,Normal,Female,Credit Card,Thursday,11,0,48,450.6,10,2162.88,19465.92,2335.91,21801.83
TXN00287,Supermarket,Beverages,Normal,Male,Credit Card,Friday,10,0,24,171.66,5,205.99,3913.85,469.66,4383.51
TXN00288,Hypermarket,Canned,Member,Male,Cash,Friday,10,0,45,420.24,5,945.54,17965.26,2155.83,20121.09
TXN00289,Hypermarket,Canned,Normal,Male,GCash,Sunday,12,1,27,283.25,10,764.78,6882.98,825.96,7708.94
TXN00290,Convenience,Snacks,Normal,Female,GCash,Saturday,2,1,25,257.81,0,0.0,6445.25,773.43,7218.68
TXN00291,Hypermarket,Snacks,Normal,Female,GCash,Monday,11,0,32,191.5,0,0.0,6128.0,735.36,6863.36
TXN00292,Supermarket,Beverages,Normal,Male,E-Wallet,Wednesday,12,0,18,311.44,20,1121.18,4484.74,538.17,5022.91
TXN00293,Convenience,Household,Normal,Female,GCash,Saturday,12,1,46,378.45,5,870.44,16538.26,1984.59,18522.85
TXN00294,Supermarket,Bakery,Member,Male,Credit Card,Tuesday,2,0,18,234.92,5,211.43,4017.13,482.06,4499.19
TXN00295,Supermarket,Canned,Member,Female,Credit Card,Wednesday,5,0,37,333.15,0,0.0,12326.55,1479.19,13805.74
TXN00296,Hypermarket,Canned,Normal,Male,E-Wallet,Sunday,6,1,26,364.69,5,474.1,9007.84,1080.94,10088.78
TXN00297,Hypermarket,Snacks,Normal,Female,E-Wallet,Friday,12,0,9,370.0,10,333.0,2997.0,359.64,3356.64
TXN00298,Hypermarket,Personal,Member,Male,GCash,Saturday,2,1,35,73.38,10,256.83,2311.47,277.38,2588.85
TXN00299,Hypermarket,Snacks,Normal,Male,Cash,Thursday,5,0,8,436.89,15,524.27,2970.85,356.5,3327.35
TXN00300,Hypermarket,Bakery,Member,Male,E-Wallet,Tuesday,7,0,20,256.21,0,0.0,5124.2,614.9,5739.1
TXN00301,Convenience,Household,Normal,Male,E-Wallet,Saturday,10,1,42,168.09,0,0.0,7059.78,847.17,7906.95
TXN00302,Supermarket,Household,Normal,Male,GCash,Sunday,10,1,22,158.79,20,698.68,2794.7,335.36,3130.06
TXN00303,Supermarket,Personal,Normal,Male,GCash,Monday,8,0,19,267.36,25,1269.96,3809.88,457.19,4267.07
TXN00304,Supermarket,Canned,Normal,Female,E-Wallet,Tuesday,12,0,30,449.07,0,0.0,13472.1,1616.65,15088.75
TXN00305,Supermarket,Snacks,Normal,Female,Cash,Sunday,7,1,28,220.26,5,308.36,5858.92,703.07,6561.99
TXN00306,Hypermarket,Household,Normal,Female,E-Wallet,Saturday,8,1,35,387.38,0,0.0,13558.3,1627.0,15185.3
TXN00307,Supermarket,Bakery,Normal,Male,GCash,Monday,12,0,43,93.57,0,0.0,4023.51,482.82,4506.33
TXN00308,Convenience,Beverages,Member,Male,GCash,Tuesday,9,0,11,264.23,5,145.33,2761.2,331.34,3092.54
TXN00309,Convenience,Staples,Member,Female,E-Wallet,Monday,5,0,31,496.26,0,0.0,15384.06,1846.09,17230.15
TXN00310,Supermarket,Staples,Member,Male,Cash,Monday,5,0,49,396.7,15,2915.74,16522.56,1982.71,18505.27
TXN00311,Supermarket,Staples,Normal,Male,E-Wallet,Tuesday,11,0,48,144.74,10,694.75,6252.77,750.33,7003.1
TXN00312,Convenience,Canned,Normal,Male,E-Wallet,Tuesday,10,0,39,275.65,0,0.0,10750.35,1290.04,12040.39
TXN00313,Convenience,Snacks,Normal,Male,GCash,Monday,4,0,36,155.13,0,0.0,5584.68,670.16,6254.84
TXN00314,Hypermarket,Personal,Normal,Male,Cash,Sunday,9,1,30,234.3,20,1405.8,5623.2,674.78,6297.98
TXN00315,Convenience,Household,Normal,Female,Credit Card,Friday,5,0,23,401.04,0,0.0,9223.92,1106.87,10330.79
TXN00316,Hypermarket,Beverages,Normal,Female,Cash,Tuesday,2,0,19,397.05,10,754.4,6789.56,814.75,7604.31
TXN00317,Hypermarket,Bakery,Normal,Female,E-Wallet,Saturday,10,1,12,152.65,5,91.59,1740.21,208.83,1949.04
TXN00318,Hypermarket,Beverages,Member,Female,E-Wallet,Wednesday,8,0,15,465.0,10,697.5,6277.5,753.3,7030.8
TXN00319,Hypermarket,Bakery,Normal,Female,E-Wallet,Thursday,7,0,31,316.66,5,490.82,9325.64,1119.08,10444.72
TXN00320,Hypermarket,Canned,Member,Male,Cash,Monday,8,0,43,220.97,0,0.0,9501.71,1140.21,10641.92
TXN00321,Supermarket,Snacks,Member,Male,GCash,Monday,12,0,37,275.87,0,0.0,10207.19,1224.86,11432.05
TXN00322,Convenience,Staples,Normal,Male,E-Wallet,Thursday,3,0,37,322.28,0,0.0,11924.36,1430.92,13355.28
TXN00323,Hypermarket,Snacks,Normal,Male,E-Wallet,Friday,4,0,15,301.95,5,226.46,4302.79,516.33,4819.12
TXN00324,Convenience,Canned,Member,Female,Cash,Thursday,5,0,29,268.88,10,779.75,7017.77,842.13,7859.9
TXN00325,Convenience,Personal,Member,Female,Credit Card,Tuesday,6,0,50,277.22,0,0.0,13861.0,1663.32,15524.32
TXN00326,Hypermarket,Personal,Normal,Female,Credit Card,Thursday,1,0,43,129.39,0,0.0,5563.77,667.65,6231.42
TXN00327,Supermarket,Canned,Normal,Male,GCash,Monday,4,0,26,415.73,10,1080.9,9728.08,1167.37,10895.45
TXN00328,Hypermarket,Bakery,Member,Female,GCash,Thursday,11,0,44,293.79,10,1292.68,11634.08,1396.09,13030.17
TXN00329,Supermarket,Household,Normal,Male,E-Wallet,Wednesday,12,0,2,108.99,30,65.39,152.59,18.31,170.9
TXN00330,Convenience,Household,Normal,Female,Cash,Saturday,10,1,20,394.77,10,789.54,7105.86,852.7,7958.56
TXN00331,Supermarket,Bakery,Normal,Female,E-Wallet,Tuesday,5,0,15,469.6,5,352.2,6691.8,803.02,7494.82
TXN00332,Supermarket,Personal,Member,Male,GCash,Thursday,7,0,4,476.29,10,190.52,1714.64,205.76,1920.4
TXN00333,Supermarket,Personal,Member,Male,Cash,Monday,5,0,22,216.06,25,1188.33,3564.99,427.8,3992.79
TXN00334,Convenience,Personal,Member,Female,Cash,Sunday,1,1,50,110.98,20,1109.8,4439.2,532.7,4971.9
TXN00335,Convenience,Snacks,Normal,Female,GCash,Saturday,11,1,38,283.28,5,538.23,10226.41,1227.17,11453.58
TXN00336,Supermarket,Personal,Normal,Male,Credit Card,Tuesday,7,0,23,100.67,0,0.0,2315.41,277.85,2593.26
TXN00337,Supermarket,Beverages,Member,Female,Credit Card,Monday,8,0,26,470.29,0,0.0,12227.54,1467.3,13694.84
TXN00338,Hypermarket,Staples,Member,Female,Cash,Friday,7,0,11,132.61,10,145.87,1312.84,157.54,1470.38
TXN00339,Supermarket,Personal,Member,Male,E-Wallet,Wednesday,11,0,28,163.74,15,687.71,3897.01,467.64,4364.65
TXN00340,Hypermarket,Bakery,Normal,Female,Credit Card,Friday,4,0,2,232.99,10,46.6,419.38,50.33,469.71
TXN00341,Supermarket,Staples,Member,Male,E-Wallet,Wednesday,8,0,8,222.42,0,0.0,1779.36,213.52,1992.88
TXN00342,Hypermarket,Snacks,Member,Female,Credit Card,Thursday,5,0,29,407.6,15,1773.06,10047.34,1205.68,11253.02
TXN00343,Convenience,Bakery,Normal,Male,Credit Card,Tuesday,10,0,11,255.34,20,561.75,2246.99,269.64,2516.63
TXN00344,Supermarket,Staples,Normal,Female,E-Wallet,Thursday,9,0,37,126.85,0,0.0,4693.45,563.21,5256.66
TXN00345,Supermarket,Bakery,Normal,Male,GCash,Wednesday,12,0,18,170.24,10,306.43,2757.89,330.95,3088.84
TXN00346,Supermarket,Snacks,Member,Female,Credit Card,Wednesday,12,0,50,279.1,5,697.75,13257.25,1590.87,14848.12
TXN00347,Supermarket,Beverages,Normal,Male,Credit Card,Wednesday,10,0,14,116.35,20,325.78,1303.12,156.37,1459.49
TXN00348,Hypermarket,Snacks,Normal,Female,E-Wallet,Saturday,5,1,10,325.25,20,650.5,2602.0,312.24,2914.24
TXN00349,Supermarket,Snacks,Member,Female,GCash,Monday,1,0,35,304.59,10,1066.06,9594.58,1151.35,10745.93
TXN00350,Convenience,Bakery,Normal,Female,Credit Card,Tuesday,12,0,9,371.62,10,334.46,3010.12,361.21,3371.33
TXN00351,Convenience,Canned,Member,Female,Credit Card,Thursday,9,0,35,471.97,20,3303.79,13215.16,1585.82,14800.98
TXN00352,Supermarket,Household,Member,Female,GCash,Thursday,12,0,11,460.51,5,253.28,4812.33,577.48,5389.81
TXN00353,Convenience,Personal,Normal,Female,Credit Card,Friday,5,0,44,475.73,5,1046.61,19885.51,2386.26,22271.77
TXN00354,Supermarket,Personal,Normal,Female,GCash,Wednesday,6,0,12,160.12,15,288.22,1633.22,195.99,1829.21
TXN00355,Supermarket,Beverages,Normal,Female,GCash,Sunday,4,1,3,109.2,0,0.0,327.6,39.31,366.91
TXN00356,Convenience,Beverages,Normal,Female,E-Wallet,Wednesday,6,0,39,186.02,5,362.74,6892.04,827.04,7719.08
TXN00357,Supermarket,Personal,Normal,Male,Cash,Wednesday,12,0,14,452.79,20,1267.81,5071.25,608.55,5679.8
TXN00358,Convenience,Household,Normal,Male,GCash,Sunday,8,1,28,487.42,15,2047.16,11600.6,1392.07,12992.67
TXN00359,Hypermarket,Personal,Member,Female,E-Wallet,Thursday,3,0,11,436.7,5,240.18,4563.51,547.62,5111.13
TXN00360,Supermarket,Canned,Member,Male,Cash,Friday,5,0,39,99.51,0,0.0,3880.89,465.71,4346.6
TXN00361,Hypermarket,Household,Normal,Female,Credit Card,Monday,2,0,25,476.34,5,595.42,11313.08,1357.57,12670.65
TXN00362,Convenience,Beverages,Member,Female,Cash,Sunday,2,1,21,240.51,0,0.0,5050.71,606.09,5656.8
TXN00363,Hypermarket,Staples,Normal,Male,GCash,Saturday,7,1,10,54.19,0,0.0,541.9,65.03,606.93
TXN00364,Hypermarket,Bakery,Member,Female,GCash,Tuesday,10,0,43,249.08,15,1606.57,9103.87,1092.46,10196.33
TXN00365,Convenience,Canned,Member,Female,GCash,Sunday,10,1,15,70.73,0,0.0,1060.95,127.31,1188.26
TXN00366,Hypermarket,Canned,Member,Male,GCash,Monday,11,0,19,294.75,5,280.01,5320.24,638.43,5958.67
TXN00367,Hypermarket,Beverages,Normal,Male,GCash,Thursday,10,0,48,202.35,5,485.64,9227.16,1107.26,10334.42
TXN00368,Convenience,Beverages,Member,Female,E-Wallet,Saturday,6,1,22,263.05,30,1736.13,4050.97,486.12,4537.09
TXN00369,Hypermarket,Snacks,Normal,Male,GCash,Saturday,4,1,21,325.93,5,342.23,6502.3,780.28,7282.58
TXN00370,Convenience,Canned,Member,Male,E-Wallet,Saturday,5,1,44,440.96,0,0.0,19402.24,2328.27,21730.51
TXN00371,Hypermarket,Snacks,Member,Female,Credit Card,Wednesday,1,0,32,347.86,0,0.0,11131.52,1335.78,12467.3
TXN00372,Convenience,Snacks,Member,Male,GCash,Tuesday,7,0,50,245.32,10,1226.6,11039.4,1324.73,12364.13
TXN00373,Convenience,Bakery,Member,Male,GCash,Thursday,8,0,23,418.74,10,963.1,8667.92,1040.15,9708.07
TXN00374,Hypermarket,Snacks,Member,Female,Cash,Thursday,9,0,13,457.51,5,297.38,5650.25,678.03,6328.28
TXN00375,Hypermarket,Household,Normal,Male,Credit Card,Saturday,8,1,5,103.89,5,25.97,493.48,59.22,552.7
TXN00376,Hypermarket,Personal,Normal,Male,GCash,Thursday,5,0,4,289.37,0,0.0,1157.48,138.9,1296.38
TXN00377,Supermarket,Staples,Member,Female,GCash,Tuesday,3,0,28,178.03,10,498.48,4486.36,538.36,5024.72
TXN00378,Supermarket,Beverages,Member,Female,Credit Card,Tuesday,10,0,14,71.18,10,99.65,896.87,107.62,1004.49
TXN00379,Supermarket,Household,Member,Female,E-Wallet,Friday,11,0,8,350.85,0,0.0,2806.8,336.82,3143.62
TXN00380,Convenience,Staples,Member,Male,GCash,Sunday,9,1,9,438.25,0,0.0,3944.25,473.31,4417.56
TXN00381,Hypermarket,Canned,Normal,Female,Cash,Sunday,6,1,35,123.31,0,0.0,4315.85,517.9,4833.75
TXN00382,Convenience,Canned,Member,Female,GCash,Friday,5,0,37,415.59,0,0.0,15376.83,1845.22,17222.05
TXN00383,Supermarket,Canned,Normal,Male,Cash,Monday,3,0,21,434.03,10,911.46,8203.17,984.38,9187.55
TXN00384,Hypermarket,Household,Member,Female,Cash,Sunday,6,1,18,461.45,0,0.0,8306.1,996.73,9302.83
TXN00385,Convenience,Household,Normal,Female,GCash,Tuesday,3,0,33,169.38,0,0.0,5589.54,670.74,6260.28
TXN00386,Hypermarket,Beverages,Member,Female,GCash,Tuesday,10,0,8,456.78,0,0.0,3654.24,438.51,4092.75
TXN00387,Convenience,Personal,Member,Female,Cash,Sunday,12,1,49,194.3,30,2856.21,6664.49,799.74,7464.23
TXN00388,Hypermarket,Snacks,Normal,Male,Credit Card,Tuesday,6,0,17,298.55,20,1015.07,4060.28,487.23,4547.51
TXN00389,Supermarket,Canned,Member,Female,Credit Card,Friday,4,0,43,72.73,0,0.0,3127.39,375.29,3502.68
TXN00390,Supermarket,Bakery,Member,Female,GCash,Saturday,2,1,31,69.75,5,108.11,2054.14,246.5,2300.64
TXN00391,Hypermarket,Personal,Member,Male,E-Wallet,Saturday,8,1,34,374.17,0,0.0,12721.78,1526.61,14248.39
TXN00392,Convenience,Bakery,Normal,Female,Credit Card,Thursday,4,0,6,250.02,5,75.01,1425.11,171.01,1596.12
TXN00393,Supermarket,Beverages,Member,Male,GCash,Saturday,9,1,22,165.33,0,0.0,3637.26,436.47,4073.73
TXN00394,Supermarket,Beverages,Member,Male,Credit Card,Wednesday,7,0,14,135.69,10,189.97,1709.69,205.16,1914.85
TXN00395,Supermarket,Beverages,Normal,Male,E-Wallet,Friday,12,0,3,351.48,10,105.44,949.0,113.88,1062.88
TXN00396,Hypermarket,Staples,Normal,Female,GCash,Tuesday,2,0,12,50.18,20,120.43,481.73,57.81,539.54
TXN00397,Hypermarket,Bakery,Normal,Male,E-Wallet,Sunday,4,1,36,412.65,0,0.0,14855.4,1782.65,16638.05
TXN00398,Convenience,Personal,Member,Male,GCash,Saturday,5,1,12,85.66,20,205.58,822.34,98.68,921.02
TXN00399,Convenience,Personal,Member,Male,E-Wallet,Friday,3,0,45,136.17,15,919.15,5208.5,625.02,5833.52
TXN00400,Convenience,Household,Member,Female,Credit Card,Saturday,9,1,2,223.81,0,0.0,447.62,53.71,501.33
TXN00401,Hypermarket,Household,Normal,Female,Credit Card,Monday,5,0,2,268.19,5,26.82,509.56,61.15,570.71
TXN00402,Hypermarket,Canned,Member,Female,E-Wallet,Tuesday,2,0,15,209.75,0,0.0,3146.25,377.55,3523.8
TXN00403,Convenience,Household,Member,Female,E-Wallet,Monday,11,0,23,194.32,0,0.0,4469.36,536.32,5005.68
TXN00404,Convenience,Beverages,Normal,Female,E-Wallet,Tuesday,3,0,29,483.76,0,0.0,14029.04,1683.48,15712.52
TXN00405,Hypermarket,Personal,Normal,Female,GCash,Friday,9,0,17,338.71,10,575.81,5182.26,621.87,5804.13
TXN00406,Convenience,Bakery,Normal,Female,Credit Card,Thursday,7,0,32,60.54,5,96.86,1840.42,220.85,2061.27
TXN00407,Supermarket,Beverages,Normal,Male,GCash,Saturday,2,1,7,243.58,25,426.27,1278.8,153.46,1432.26
TXN00408,Hypermarket,Staples,Normal,Male,Credit Card,Saturday,9,1,30,443.75,0,0.0,13312.5,1597.5,14910.0
TXN00409,Convenience,Household,Member,Male,Cash,Wednesday,4,0,28,185.66,30,1559.54,3638.94,436.67,4075.61
TXN00410,Hypermarket,Beverages,Normal,Male,GCash,Sunday,9,1,14,92.55,0,0.0,1295.7,155.48,1451.18
TXN00411,Supermarket,Beverages,Member,Female,Credit Card,Monday,2,0,44,391.27,15,2582.38,14633.5,1756.02,16389.52
TXN00412,Hypermarket,Staples,Member,Male,Credit Card,Saturday,12,1,30,322.71,5,484.06,9197.23,1103.67,10300.9
TXN00413,Hypermarket,Snacks,Normal,Male,GCash,Friday,10,0,17,306.64,0,0.0,5212.88,625.55,5838.43
TXN00414,Hypermarket,Personal,Normal,Male,GCash,Thursday,12,0,32,74.11,20,474.3,1897.22,227.67,2124.89
TXN00415,Hypermarket,Bakery,Normal,Male,Credit Card,Sunday,4,1,46,113.22,5,260.41,4947.71,593.73,5541.44
TXN00416,Supermarket,Canned,Member,Female,GCash,Friday,5,0,6,330.15,10,198.09,1782.81,213.94,1996.75
TXN00417,Hypermarket,Snacks,Normal,Female,E-Wallet,Monday,2,0,24,143.52,10,344.45,3100.03,372.0,3472.03
TXN00418,Hypermarket,Household,Normal,Female,GCash,Wednesday,10,0,6,276.83,5,83.05,1577.93,189.35,1767.28
TXN00419,Convenience,Beverages,Normal,Male,GCash,Saturday,1,1,27,295.2,5,398.52,7571.88,908.63,8480.51
TXN00420,Hypermarket,Staples,Normal,Female,GCash,Friday,7,0,18,177.58,15,479.47,2716.97,326.04,3043.01
TXN00421,Convenience,Staples,Normal,Male,Credit Card,Sunday,10,1,24,476.79,0,0.0,11442.96,1373.16,12816.12
TXN00422,Supermarket,Personal,Member,Female,E-Wallet,Tuesday,1,0,37,429.11,10,1587.71,14289.36,1714.72,16004.08
TXN00423,Supermarket,Snacks,Member,Female,Cash,Thursday,11,0,24,375.07,20,1800.34,7201.34,864.16,8065.5
TXN00424,Supermarket,Canned,Member,Female,Cash,Sunday,11,1,38,85.1,0,0.0,3233.8,388.06,3621.86
TXN00425,Supermarket,Personal,Normal,Female,E-Wallet,Friday,8,0,34,97.76,0,0.0,3323.84,398.86,3722.7
TXN00426,Convenience,Beverages,Normal,Female,E-Wallet,Thursday,3,0,40,271.75,15,1630.5,9239.5,1108.74,10348.24
TXN00427,Hypermarket,Personal,Normal,Male,E-Wallet,Saturday,10,1,47,122.32,5,287.45,5461.59,655.39,6116.98
TXN00428,Supermarket,Bakery,Member,Female,Credit Card,Tuesday,6,0,15,490.22,5,367.66,6985.64,838.28,7823.92
TXN00429,Hypermarket,Staples,Normal,Male,Cash,Wednesday,7,0,11,121.33,0,0.0,1334.63,160.16,1494.79
TXN00430,Convenience,Staples,Normal,Male,E-Wallet,Sunday,10,1,22,269.36,10,592.59,5333.33,640.0,5973.33
TXN00431,Convenience,Household,Normal,Male,Credit Card,Wednesday,1,0,24,213.85,0,0.0,5132.4,615.89,5748.29
TXN00432,Convenience,Household,Member,Male,Cash,Tuesday,6,0,1,337.72,5,16.89,320.83,38.5,359.33
TXN00433,Supermarket,Canned,Normal,Male,GCash,Thursday,7,0,18,108.07,15,291.79,1653.47,198.42,1851.89
TXN00434,Hypermarket,Beverages,Member,Female,Credit Card,Saturday,6,1,44,243.64,0,0.0,10720.16,1286.42,12006.58
TXN00435,Hypermarket,Bakery,Normal,Female,Cash,Friday,4,0,12,173.62,5,104.17,1979.27,237.51,2216.78
TXN00436,Hypermarket,Snacks,Member,Female,Credit Card,Tuesday,1,0,43,449.49,30,5798.42,13529.65,1623.56,15153.21
TXN00437,Convenience,Personal,Member,Female,Cash,Monday,11,0,28,68.26,10,191.13,1720.15,206.42,1926.57
